doctor_id,hospital_type,response,satisfaction
1511,medium,0,NA
1512,small,0,NA
1513,small,0,NA
1514,small,1,5
1515,small,0,NA
1516,medium,0,NA
1517,medium,0,NA
1518,large,1,5
1519,large,1,5
1520,medium,0,NA
1521,large,0,NA
1522,large,1,3
1523,large,0,NA
1524,medium,1,4
1525,large,1,5
1526,large,1,4
1527,small,0,NA
1528,medium,1,2
1529,medium,1,4
1530,medium,0,NA
1531,small,0,NA
1532,small,0,NA
1533,medium,1,3
1534,large,0,NA
1535,large,0,NA
1536,large,0,NA
1537,medium,0,NA
1538,medium,0,NA
1539,medium,0,NA
1540,large,0,NA
1541,small,1,1
1542,large,1,5
1543,medium,0,NA
1544,medium,0,NA
1545,medium,0,NA
1546,large,0,NA
1547,medium,1,3
1548,small,1,4
1549,medium,1,3
1550,large,0,NA
1551,small,0,NA
1552,large,1,3
1553,large,1,5
1554,large,1,5
1555,small,0,NA
1556,large,1,5
1557,large,0,NA
1558,medium,0,NA
1559,large,0,NA
1560,small,0,NA
1561,large,1,5
1562,large,1,4
1563,large,1,2
1564,large,1,4
1565,medium,1,2
1566,small,0,NA
1567,small,0,NA
1568,large,1,5
1569,large,0,NA
1570,medium,0,NA
1571,small,0,NA
1572,medium,0,NA
1573,small,0,NA
1574,small,0,NA
1575,small,1,2
1576,small,0,NA
1577,small,1,1
1578,medium,1,5
1579,medium,0,NA
1580,large,1,5
1581,large,1,2
1582,medium,0,NA
1583,small,0,NA
1584,large,1,5
1585,large,0,NA
1586,large,1,2
1587,large,1,3
1588,small,0,NA
1589,small,0,NA
1590,large,1,2
1591,medium,1,3
1592,small,0,NA
1593,medium,0,NA
1594,medium,0,NA
1595,medium,0,NA
1596,small,0,NA
1597,medium,0,NA
1598,large,1,3
1599,small,0,NA
1600,small,0,NA
1601,small,1,3
1602,medium,1,2
1603,small,0,NA
1604,large,0,NA
1605,small,0,NA
1606,large,1,4
1607,small,0,NA
1608,large,1,4
1609,large,0,NA
1610,medium,1,2
1611,small,1,4
1612,large,0,NA
1613,small,0,NA
1614,small,0,NA
1615,medium,1,3
1616,medium,0,NA
1617,large,1,3
1618,medium,0,NA
1619,large,1,5
1620,medium,0,NA
1621,medium,0,NA
1622,medium,0,NA
1623,large,0,NA
1624,large,1,5
1625,medium,1,5
1626,small,0,NA
1627,large,1,5
1628,medium,0,NA
1629,large,1,3
1630,small,0,NA
1631,medium,0,NA
1632,small,1,2
1633,large,1,3
1634,medium,0,NA
1635,small,0,NA
1636,large,1,5
1637,small,0,NA
1638,medium,0,NA
1639,large,1,5
1640,medium,0,NA
1641,medium,1,2
1642,medium,1,2
1643,small,0,NA
1644,small,0,NA
1645,small,0,NA
1646,small,1,3
1647,medium,0,NA
1648,medium,0,NA
1649,small,1,2
1650,medium,0,NA
1651,small,0,NA
1652,small,0,NA
1653,small,0,NA
1654,large,1,5
1655,large,0,NA
1656,large,1,3
1657,medium,0,NA
1658,small,0,NA
1659,medium,0,NA
1660,small,0,NA
1661,medium,0,NA
1662,small,0,NA
1663,large,0,NA
1664,small,0,NA
1665,large,1,4
1666,medium,0,NA
1667,small,0,NA
1668,small,0,NA
1669,medium,1,5
1670,medium,0,NA
1671,small,0,NA
1672,medium,0,NA
1673,small,0,NA
1674,medium,0,NA
1675,large,1,4
1676,medium,0,NA
1677,medium,0,NA
1678,medium,0,NA
1679,large,0,NA
1680,large,1,5
1681,large,0,NA
1682,medium,1,5
1683,small,1,2
1684,small,0,NA
1685,medium,0,NA
1686,medium,0,NA
1687,large,1,5
1688,small,0,NA
1689,large,0,NA
1690,large,1,2
1691,small,0,NA
1692,medium,1,3
1693,large,1,5
1694,large,0,NA
1695,large,0,NA
1696,large,0,NA
1697,large,1,5
1698,small,0,NA
1699,medium,0,NA
1700,large,0,NA
1701,large,0,NA
1702,small,0,NA
1703,medium,0,NA
1704,small,0,NA
1705,medium,0,NA
1706,large,0,NA
1707,small,1,1
1708,small,0,NA
1709,small,1,1
1710,small,0,NA
1711,large,0,NA
1712,large,1,4
1713,large,1,4
1714,large,1,5
1715,medium,1,4
1716,medium,1,4
1717,small,1,1
1718,large,1,5
1719,medium,0,NA
1720,small,0,NA
1721,large,1,4
1722,medium,0,NA
1723,small,0,NA
1724,medium,1,5
1725,large,1,3
1726,large,0,NA
1727,small,0,NA
1728,large,1,5
1729,medium,0,NA
1730,medium,1,1
1731,medium,0,NA
1732,medium,1,1
1733,small,0,NA
1734,medium,0,NA
1735,medium,1,1
1736,large,1,5
1737,large,1,4
1738,medium,0,NA
1739,large,1,5
1740,medium,0,NA
1741,medium,1,3
1742,large,1,5
1743,medium,1,5
1744,medium,1,5
1745,medium,0,NA
1746,large,1,5
1747,medium,1,5
1748,large,0,NA
1749,medium,0,NA
1750,medium,0,NA
1751,small,0,NA
1752,large,1,5
1753,medium,0,NA
1754,large,1,4
1755,medium,0,NA
1756,medium,1,4
1757,large,0,NA
1758,small,0,NA
1759,medium,1,3
1760,large,0,NA
1761,small,0,NA
1762,medium,0,NA
1763,large,0,NA
1764,small,0,NA
1765,medium,0,NA
1766,large,1,5
1767,medium,0,NA
1768,small,0,NA
1769,large,1,5
1770,small,0,NA
1771,medium,0,NA
1772,large,0,NA
1773,small,0,NA
1774,small,0,NA
1775,medium,0,NA
1776,medium,0,NA
1777,small,0,NA
1778,large,0,NA
1779,small,0,NA
1780,large,1,4
1781,small,0,NA
1782,medium,0,NA
1783,large,1,5
1784,medium,0,NA
1785,small,0,NA
1786,medium,0,NA
1787,small,0,NA
1788,small,0,NA
1789,large,1,5
1790,large,1,5
1791,medium,1,3
1792,medium,0,NA
1793,small,0,NA
1794,large,1,4
1795,small,0,NA
1796,medium,0,NA
1797,medium,0,NA
1798,small,0,NA
1799,medium,0,NA
1800,small,1,1
1801,small,0,NA
1802,large,1,4
1803,large,1,3
1804,medium,1,1
1805,large,0,NA
1806,medium,1,4
1807,large,0,NA
1808,medium,1,4
1809,small,0,NA
1810,large,1,4
1811,medium,0,NA
1812,small,0,NA
1813,small,0,NA
1814,small,0,NA
1815,large,1,5
1816,small,0,NA
1817,medium,0,NA
1818,medium,1,2
1819,small,0,NA
1820,large,1,4
1821,small,0,NA
1822,medium,0,NA
1823,large,1,5
1824,large,0,NA
1825,small,0,NA
1826,large,1,4
1827,small,1,1
1828,medium,0,NA
1829,large,1,2
1830,small,0,NA
1831,large,1,4
1832,small,0,NA
1833,large,1,4
1834,small,0,NA
1835,large,0,NA
1836,medium,1,5
1837,large,1,3
1838,large,1,5
1839,small,0,NA
1840,large,1,5
1841,medium,1,3
1842,large,0,NA
1843,small,0,NA
1844,large,1,5
1845,medium,1,4
1846,small,0,NA
1847,small,0,NA
1848,medium,0,NA
1849,small,0,NA
1850,small,0,NA
1851,large,1,5
1852,medium,1,4
1853,large,1,5
1854,small,0,NA
1855,medium,0,NA
1856,large,0,NA
1857,small,0,NA
1858,small,0,NA
1859,small,0,NA
1860,medium,1,3
1861,large,1,3
1862,medium,0,NA
1863,large,1,4
1864,medium,0,NA
1865,medium,1,4
1866,medium,0,NA
1867,medium,1,3
1868,large,1,5
1869,medium,0,NA
1870,small,0,NA
1871,small,0,NA
1872,small,1,1
1873,small,0,NA
1874,small,0,NA
1875,large,1,5
1876,medium,1,4
1877,large,0,NA
1878,medium,0,NA
1879,medium,0,NA
1880,small,0,NA
1881,medium,1,2
1882,medium,1,5
1883,medium,1,3
1884,large,1,5
1885,medium,1,3
1886,large,1,4
1887,large,1,5
1888,medium,1,4
1889,large,1,2
1890,large,1,5
1891,small,1,2
1892,medium,0,NA
1893,small,0,NA
1894,medium,0,NA
1895,large,1,4
1896,medium,0,NA
1897,large,0,NA
1898,small,0,NA
1899,small,0,NA
1900,large,1,3
1901,small,1,4
1902,large,1,5
1903,large,1,5
1904,large,1,5
1905,small,0,NA
1906,large,0,NA
1907,large,0,NA
1908,small,0,NA
1909,large,1,3
1910,medium,0,NA
1911,large,0,NA
1912,large,0,NA
1913,large,1,3
1914,small,0,NA
1915,large,0,NA
1916,medium,1,4
1917,medium,0,NA
1918,large,1,5
1919,small,1,4
1920,medium,1,5
1921,large,1,4
1922,small,0,NA
1923,medium,0,NA
1924,small,0,NA
1925,medium,0,NA
1926,small,0,NA
1927,large,1,5
1928,small,0,NA
1929,small,0,NA
1930,large,1,5
1931,medium,1,4
1932,large,1,5
1933,large,1,5
1934,small,0,NA
1935,small,0,NA
1936,large,1,2
1937,large,1,3
1938,medium,0,NA
1939,medium,1,3
1940,large,0,NA
1941,small,0,NA
1942,large,1,5
1943,medium,1,3
1944,large,1,4
1945,large,1,5
1946,small,0,NA
1947,small,0,NA
1948,large,1,4
1949,medium,0,NA
1950,medium,0,NA
1951,large,1,5
1952,small,0,NA
1953,large,1,5
1954,large,0,NA
1955,small,0,NA
1956,large,0,NA
1957,medium,0,NA
1958,small,0,NA
1959,medium,0,NA
1960,large,1,5
1961,large,1,5
1962,small,0,NA
1963,medium,0,NA
1964,small,0,NA
1965,large,0,NA
1966,small,0,NA
1967,medium,0,NA
1968,large,1,5
1969,large,1,5
1970,small,0,NA
1971,small,0,NA
1972,small,0,NA
1973,medium,1,3
1974,small,0,NA
1975,small,0,NA
1976,small,0,NA
1977,small,1,2
1978,large,1,4
1979,small,0,NA
1980,large,1,5
1981,medium,0,NA
1982,small,0,NA
1983,medium,1,3
1984,large,1,4
1985,small,0,NA
1986,large,1,5
1987,small,0,NA
1988,small,1,4
1989,medium,1,4
1990,small,0,NA
1991,small,0,NA
1992,medium,1,4
1993,medium,0,NA
1994,small,0,NA
1995,medium,1,4
1996,medium,1,5
1997,small,0,NA
1998,medium,0,NA
1999,large,1,5
2000,large,1,2
2001,small,0,NA
2002,medium,0,NA
2003,medium,1,4
2004,small,0,NA
2005,medium,1,5
2006,medium,1,5
2007,medium,1,3
2008,medium,0,NA
2009,medium,0,NA
2010,medium,0,NA
2011,medium,0,NA
2012,medium,0,NA
2013,small,0,NA
2014,medium,0,NA
2015,small,0,NA
2016,medium,0,NA
2017,large,1,5
2018,small,0,NA
2019,medium,0,NA
2020,large,1,5
2021,small,0,NA
2022,small,0,NA
2023,medium,0,NA
2024,large,1,3
2025,small,0,NA
2026,small,0,NA
2027,large,0,NA
2028,small,0,NA
2029,large,0,NA
2030,small,0,NA
2031,large,1,5
2032,small,0,NA
2033,small,0,NA
2034,large,1,4
2035,small,0,NA
2036,large,1,3
2037,medium,0,NA
2038,medium,0,NA
2039,small,1,5
2040,large,0,NA
2041,large,1,5
2042,large,1,5
2043,medium,0,NA
2044,large,1,5
2045,small,0,NA
2046,small,0,NA
2047,medium,1,4
2048,large,0,NA
2049,small,0,NA
2050,small,0,NA
2051,small,0,NA
2052,medium,0,NA
2053,small,0,NA
2054,large,1,2
2055,medium,0,NA
2056,large,1,4
2057,medium,0,NA
2058,large,0,NA
2059,large,1,3
2060,large,1,4
2061,large,1,5
2062,small,0,NA
2063,large,0,NA
2064,medium,1,2
2065,small,0,NA
2066,medium,1,2
2067,large,1,5
2068,medium,0,NA
2069,large,1,5
2070,large,1,3
2071,medium,1,3
2072,small,1,4
2073,small,0,NA
2074,large,1,5
2075,medium,0,NA
2076,medium,1,1
2077,medium,1,2
2078,large,0,NA
2079,medium,0,NA
2080,small,0,NA
2081,medium,1,1
2082,small,0,NA
2083,large,1,5
2084,medium,1,3
2085,large,1,5
2086,large,1,5
2087,small,0,NA
2088,small,0,NA
2089,large,1,5
2090,large,1,2
2091,medium,1,4
2092,medium,1,2
2093,small,0,NA
2094,medium,0,NA
2095,large,1,5
2096,small,0,NA
2097,medium,0,NA
2098,medium,0,NA
2099,small,0,NA
2100,medium,1,3
2101,large,1,5
2102,large,1,5
2103,large,0,NA
2104,large,0,NA
2105,small,0,NA
2106,small,1,4
2107,small,0,NA
2108,medium,0,NA
2109,medium,0,NA
2110,medium,0,NA
2111,medium,0,NA
2112,large,1,5
2113,medium,0,NA
2114,medium,0,NA
2115,large,1,5
2116,small,0,NA
2117,medium,0,NA
2118,large,1,3
2119,medium,1,5
2120,small,0,NA
2121,large,0,NA
2122,small,0,NA
2123,large,1,2
2124,large,1,4
2125,medium,1,3
2126,large,1,3
2127,small,0,NA
2128,small,0,NA
2129,medium,0,NA
2130,large,1,5
2131,large,0,NA
2132,large,1,5
2133,medium,0,NA
2134,large,1,4
2135,medium,1,5
2136,large,1,5
2137,small,0,NA
2138,large,1,5
2139,medium,0,NA
2140,medium,1,4
2141,medium,0,NA
2142,large,0,NA
2143,large,0,NA
2144,small,0,NA
2145,small,0,NA
2146,medium,1,3
2147,small,0,NA
2148,large,1,4
2149,small,1,1
2150,large,1,4
2151,small,0,NA
2152,large,0,NA
2153,small,0,NA
2154,large,1,5
2155,small,0,NA
2156,medium,0,NA
2157,medium,1,2
2158,large,1,3
2159,large,1,5
2160,large,1,5
2161,small,0,NA
2162,small,0,NA
2163,medium,0,NA
2164,large,0,NA
2165,medium,1,3
2166,small,0,NA
2167,large,1,5
2168,large,0,NA
2169,medium,1,4
2170,large,0,NA
2171,medium,1,3
2172,small,0,NA
2173,large,0,NA
2174,small,0,NA
2175,large,0,NA
2176,large,1,4
2177,small,0,NA
2178,large,1,5
2179,large,1,5
2180,small,0,NA
2181,large,1,3
2182,small,0,NA
2183,medium,0,NA
2184,large,1,2
2185,small,0,NA
2186,medium,0,NA
2187,large,1,5
2188,large,1,4
2189,small,0,NA
2190,small,0,NA
2191,small,1,3
2192,small,1,2
2193,medium,1,5
2194,large,1,4
2195,large,1,3
2196,small,0,NA
2197,medium,0,NA
2198,medium,0,NA
2199,small,0,NA
2200,large,0,NA
2201,large,1,4
2202,small,0,NA
2203,large,1,5
2204,large,1,5
2205,small,0,NA
2206,small,0,NA
2207,small,1,1
2208,large,0,NA
2209,medium,0,NA
2210,large,0,NA
2211,medium,0,NA
2212,large,0,NA
2213,large,1,4
2214,small,0,NA
2215,small,0,NA
2216,medium,1,2
2217,large,1,4
2218,large,0,NA
2219,large,1,5
2220,medium,1,4
2221,large,1,5
2222,medium,1,3
2223,medium,1,5
2224,medium,1,4
2225,medium,0,NA
2226,medium,1,3
2227,small,0,NA
2228,medium,1,3
2229,medium,0,NA
2230,small,0,NA
2231,small,0,NA
2232,medium,0,NA
2233,medium,1,2
2234,large,1,3
2235,large,0,NA
2236,small,1,4
2237,small,0,NA
2238,large,1,4
2239,large,1,3
2240,small,1,1
2241,medium,1,2
2242,medium,1,2
2243,small,0,NA
2244,small,0,NA
2245,small,0,NA
2246,medium,1,5
2247,medium,1,1
2248,small,1,5
2249,small,0,NA
2250,small,0,NA
2251,small,0,NA
2252,small,0,NA
2253,large,1,5
2254,small,1,1
2255,medium,1,5
2256,medium,0,NA
2257,small,1,2
2258,large,1,5
2259,medium,1,3
2260,medium,0,NA
2261,medium,0,NA
2262,medium,0,NA
2263,medium,1,3
2264,large,1,5
2265,medium,0,NA
2266,medium,1,3
2267,medium,1,3
2268,large,1,2
2269,medium,1,3
2270,small,0,NA
2271,large,0,NA
2272,small,0,NA
2273,large,1,5
2274,medium,0,NA
2275,large,0,NA
2276,medium,0,NA
2277,small,0,NA
2278,small,0,NA
2279,large,1,5
2280,medium,1,2
2281,medium,1,1
2282,small,0,NA
2283,small,0,NA
2284,large,1,5
2285,medium,1,3
2286,medium,1,5
2287,medium,0,NA
2288,small,0,NA
2289,large,0,NA
2290,small,0,NA
2291,small,0,NA
2292,small,0,NA
2293,medium,0,NA
2294,medium,1,3
2295,medium,0,NA
2296,large,1,2
2297,medium,0,NA
2298,medium,0,NA
2299,medium,0,NA
2300,medium,1,3
2301,medium,1,3
2302,large,0,NA
2303,small,1,4
2304,medium,1,3
2305,small,0,NA
2306,large,0,NA
2307,small,0,NA
2308,medium,0,NA
2309,medium,1,2
2310,small,1,3
2311,large,1,4
2312,small,0,NA
2313,medium,0,NA
2314,large,1,5
2315,large,1,4
2316,small,0,NA
2317,large,1,4
2318,medium,0,NA
2319,large,0,NA
2320,medium,0,NA
2321,medium,0,NA
2322,medium,0,NA
2323,large,0,NA
2324,large,1,4
2325,small,1,3
2326,large,0,NA
2327,large,0,NA
2328,small,0,NA
2329,medium,1,1
2330,large,1,5
2331,medium,1,3
2332,large,1,5
2333,medium,0,NA
2334,small,0,NA
2335,small,1,2
2336,large,1,3
2337,small,0,NA
2338,medium,0,NA
2339,large,1,4
2340,large,1,5
2341,medium,0,NA
2342,large,0,NA
2343,large,1,5
2344,medium,1,3
2345,large,1,4
2346,large,1,3
2347,large,1,5
2348,medium,0,NA
2349,large,0,NA
2350,small,0,NA
2351,small,0,NA
2352,large,1,5
2353,medium,1,3
2354,small,0,NA
2355,large,1,4
2356,large,0,NA
2357,medium,1,5
2358,medium,0,NA
2359,medium,0,NA
2360,medium,1,3
2361,small,0,NA
2362,small,0,NA
2363,large,0,NA
2364,large,1,5
2365,small,0,NA
2366,large,1,5
2367,large,1,5
2368,large,1,5
2369,medium,1,2
2370,medium,1,5
2371,large,1,4
2372,medium,1,5
2373,large,1,2
2374,small,0,NA
2375,large,1,5
2376,small,0,NA
2377,large,1,5
2378,small,0,NA
2379,large,1,2
2380,large,1,4
2381,small,0,NA
2382,large,1,5
2383,small,0,NA
2384,medium,0,NA
2385,small,0,NA
2386,large,1,5
2387,large,1,5
2388,large,1,5
2389,large,1,4
2390,small,0,NA
2391,small,0,NA
2392,large,1,5
2393,medium,1,5
2394,medium,0,NA
2395,medium,1,1
2396,small,0,NA
2397,medium,0,NA
2398,small,0,NA
2399,large,0,NA
2400,small,0,NA
2401,medium,1,3
2402,medium,1,4
2403,medium,0,NA
2404,large,0,NA
2405,medium,0,NA
2406,small,0,NA
2407,medium,0,NA
2408,medium,1,5
2409,small,0,NA
2410,small,0,NA
2411,medium,0,NA
2412,small,0,NA
2413,medium,1,5
2414,small,0,NA
2415,small,1,5
2416,large,1,4
2417,medium,0,NA
2418,medium,1,4
2419,medium,0,NA
2420,large,1,5
2421,large,1,3
2422,medium,1,4
2423,medium,0,NA
2424,small,1,5
2425,small,1,5
2426,medium,1,2
2427,large,0,NA
2428,small,0,NA
2429,medium,1,5
2430,medium,0,NA
2431,large,1,4
2432,large,0,NA
2433,large,1,5
2434,large,1,5
2435,small,0,NA
2436,small,0,NA
2437,large,1,4
2438,medium,1,3
2439,medium,0,NA
2440,small,1,4
2441,large,0,NA
2442,medium,0,NA
2443,small,0,NA
2444,large,0,NA
2445,small,1,3
2446,small,0,NA
2447,medium,0,NA
2448,large,1,4
2449,medium,0,NA
2450,medium,0,NA
2451,large,1,5
2452,small,0,NA
2453,large,0,NA
2454,small,0,NA
2455,large,1,3
2456,medium,1,5
2457,small,0,NA
2458,medium,1,5
2459,small,0,NA
2460,medium,0,NA
2461,large,0,NA
2462,large,1,3
2463,medium,0,NA
2464,large,0,NA
2465,medium,0,NA
2466,large,0,NA
2467,small,1,5
2468,large,1,5
2469,medium,0,NA
2470,large,1,5
2471,small,1,2
2472,medium,0,NA
2473,large,1,5
2474,small,0,NA
2475,large,1,5
2476,medium,1,5
2477,medium,1,3
2478,medium,0,NA
2479,small,0,NA
2480,large,0,NA
2481,large,1,4
2482,large,1,4
2483,small,0,NA
2484,large,0,NA
2485,medium,0,NA
2486,small,0,NA
2487,medium,0,NA
2488,medium,0,NA
2489,small,0,NA
2490,medium,1,1
2491,small,1,4
2492,large,1,5
2493,medium,1,5
2494,medium,0,NA
2495,large,1,5
2496,medium,1,3
2497,small,0,NA
2498,medium,0,NA
2499,small,0,NA
2500,medium,1,3
2501,medium,1,3
2502,large,0,NA
2503,small,0,NA
2504,large,0,NA
2505,large,1,5
2506,medium,0,NA
2507,small,0,NA
2508,small,0,NA
2509,small,0,NA
2510,large,1,3
2511,medium,1,1
2512,large,1,4
2513,small,0,NA
2514,small,1,1
2515,large,1,5
2516,medium,0,NA
2517,large,1,4
2518,small,0,NA
2519,large,1,4
2520,medium,1,2
2521,small,0,NA
2522,medium,0,NA
2523,medium,0,NA
2524,large,1,5
2525,medium,0,NA
2526,large,0,NA
2527,small,1,3
2528,small,0,NA
2529,large,0,NA
2530,small,0,NA
2531,large,0,NA
2532,small,0,NA
2533,medium,1,3
2534,medium,1,3
2535,medium,1,4
2536,medium,0,NA
2537,small,0,NA
2538,medium,0,NA
2539,medium,0,NA
2540,small,0,NA
2541,large,1,2
2542,large,1,3
2543,medium,1,4
2544,large,1,4
2545,large,1,4
2546,small,0,NA
2547,large,1,2
2548,large,0,NA
2549,large,1,4
2550,small,0,NA
2551,medium,1,2
2552,large,1,4
2553,medium,0,NA
2554,large,1,3
2555,medium,0,NA
2556,small,0,NA
2557,medium,0,NA
2558,small,1,1
2559,medium,0,NA
2560,small,0,NA
2561,small,0,NA
2562,medium,1,4
2563,small,0,NA
2564,large,1,4
2565,small,1,2
2566,medium,0,NA
2567,large,1,5
2568,large,1,5
2569,large,1,5
2570,small,0,NA
2571,small,0,NA
2572,large,1,3
2573,large,0,NA
2574,medium,1,4
2575,medium,1,5
2576,medium,0,NA
2577,large,1,2
2578,medium,0,NA
2579,large,0,NA
2580,large,1,5
2581,small,0,NA
2582,large,0,NA
2583,small,0,NA
2584,large,1,5
2585,large,0,NA
2586,medium,0,NA
2587,large,1,4
2588,large,1,4
2589,small,0,NA
2590,small,0,NA
2591,medium,1,5
2592,large,0,NA
2593,medium,1,5
2594,large,1,4
2595,medium,1,5
2596,large,1,4
2597,medium,0,NA
2598,large,0,NA
2599,medium,1,4
2600,medium,0,NA
2601,small,0,NA
2602,large,0,NA
2603,medium,1,5
2604,large,0,NA
2605,medium,1,2
2606,large,1,3
2607,medium,0,NA
2608,medium,0,NA
2609,medium,0,NA
2610,medium,0,NA
2611,medium,0,NA
2612,small,0,NA
2613,medium,0,NA
2614,small,0,NA
2615,large,1,5
2616,small,0,NA
2617,medium,0,NA
2618,medium,0,NA
2619,large,0,NA
2620,large,0,NA
2621,small,1,1
2622,small,0,NA
2623,large,1,5
2624,small,0,NA
2625,large,0,NA
2626,large,0,NA
2627,medium,0,NA
2628,medium,0,NA
2629,small,0,NA
2630,large,1,5
2631,large,0,NA
2632,medium,0,NA
2633,medium,0,NA
2634,small,0,NA
2635,small,0,NA
2636,small,0,NA
2637,small,0,NA
2638,large,1,4
2639,medium,0,NA
2640,large,1,3
2641,medium,1,3
2642,medium,1,5
2643,large,1,5
2644,small,0,NA
2645,large,1,4
2646,large,1,5
2647,large,0,NA
2648,small,0,NA
2649,large,1,5
2650,small,0,NA
2651,medium,0,NA
2652,small,1,4
2653,large,1,5
2654,small,0,NA
2655,large,0,NA
2656,medium,1,2
2657,medium,0,NA
2658,small,0,NA
2659,small,0,NA
2660,small,0,NA
2661,medium,1,4
2662,large,1,4
2663,medium,0,NA
2664,small,0,NA
2665,large,0,NA
2666,small,0,NA
2667,small,0,NA
2668,large,1,5
2669,small,0,NA
2670,small,1,4
2671,large,0,NA
2672,medium,0,NA
2673,medium,1,4
2674,large,0,NA
2675,large,0,NA
2676,small,0,NA
2677,small,0,NA
2678,medium,0,NA
2679,medium,0,NA
2680,small,1,5
2681,medium,0,NA
2682,large,1,5
2683,small,0,NA
2684,small,0,NA
2685,large,0,NA
2686,small,0,NA
2687,medium,1,3
2688,large,1,4
2689,medium,0,NA
2690,small,1,1
2691,medium,1,3
2692,medium,1,5
2693,large,1,4
2694,large,1,5
2695,medium,0,NA
2696,large,1,5
2697,small,0,NA
2698,large,1,3
2699,large,1,4
2700,medium,1,2
2701,small,0,NA
2702,small,0,NA
2703,small,0,NA
2704,large,0,NA
2705,medium,1,3
2706,medium,1,5
2707,large,1,5
2708,medium,0,NA
2709,small,0,NA
2710,small,1,4
2711,large,1,4
2712,medium,0,NA
2713,large,1,5
2714,medium,0,NA
2715,small,1,2
2716,medium,0,NA
2717,small,0,NA
2718,medium,1,3
2719,medium,0,NA
2720,large,0,NA
2721,medium,0,NA
2722,small,1,3
2723,large,1,5
2724,large,0,NA
2725,large,0,NA
2726,medium,0,NA
2727,medium,0,NA
2728,large,0,NA
2729,small,0,NA
2730,medium,1,3
2731,large,1,5
2732,medium,0,NA
2733,small,1,1
2734,medium,1,3
2735,small,0,NA
2736,medium,0,NA
2737,small,0,NA
2738,small,0,NA
2739,medium,1,2
2740,small,0,NA
2741,medium,1,4
2742,medium,0,NA
2743,small,0,NA
2744,large,0,NA
2745,small,0,NA
2746,medium,0,NA
2747,medium,0,NA
2748,medium,0,NA
2749,medium,0,NA
2750,large,0,NA
2751,small,1,1
2752,medium,0,NA
2753,medium,0,NA
2754,large,0,NA
2755,large,1,5
2756,small,0,NA
2757,medium,0,NA
2758,medium,1,2
2759,small,0,NA
2760,small,0,NA
2761,large,1,3
2762,large,0,NA
2763,small,0,NA
2764,medium,1,2
2765,medium,0,NA
2766,large,1,5
2767,small,0,NA
2768,small,0,NA
2769,small,0,NA
2770,small,0,NA
2771,medium,1,2
2772,small,0,NA
2773,small,0,NA
2774,medium,1,4
2775,small,1,2
2776,large,0,NA
2777,small,0,NA
2778,small,1,3
2779,medium,0,NA
2780,large,1,4
2781,small,0,NA
2782,large,1,4
2783,medium,1,4
2784,large,0,NA
2785,small,0,NA
2786,large,1,5
2787,medium,0,NA
2788,small,1,3
2789,small,1,1
2790,small,1,1
2791,medium,1,4
2792,medium,1,3
2793,small,0,NA
2794,medium,0,NA
2795,large,1,5
2796,small,0,NA
2797,large,1,4
2798,medium,0,NA
2799,large,0,NA
2800,medium,0,NA
2801,medium,1,4
2802,medium,1,3
2803,small,0,NA
2804,large,1,4
2805,small,0,NA
2806,medium,1,3
2807,large,1,4
2808,medium,0,NA
2809,medium,0,NA
2810,small,0,NA
2811,small,0,NA
2812,large,0,NA
2813,small,1,4
2814,large,1,5
2815,large,1,3
2816,small,0,NA
2817,small,0,NA
2818,large,0,NA
2819,small,0,NA
2820,medium,1,5
2821,medium,0,NA
2822,medium,1,3
2823,small,0,NA
2824,small,0,NA
2825,large,1,4
2826,medium,1,4
2827,medium,1,5
2828,medium,1,3
2829,small,0,NA
2830,small,0,NA
2831,large,1,5
2832,large,0,NA
2833,large,0,NA
2834,small,0,NA
2835,medium,1,3
2836,medium,1,4
2837,small,0,NA
2838,medium,0,NA
2839,large,1,4
2840,small,0,NA
2841,small,0,NA
2842,medium,1,4
2843,medium,0,NA
2844,medium,1,2
2845,small,0,NA
2846,medium,0,NA
2847,large,1,5
2848,medium,1,5
2849,large,0,NA
2850,large,0,NA
2851,medium,0,NA
2852,small,0,NA
2853,small,0,NA
2854,large,0,NA
2855,large,1,4
2856,large,0,NA
2857,medium,0,NA
2858,large,1,5
2859,large,1,5
2860,medium,1,5
2861,large,0,NA
2862,large,1,5
2863,large,0,NA
2864,small,0,NA
2865,medium,0,NA
2866,large,0,NA
2867,medium,0,NA
2868,small,0,NA
2869,medium,0,NA
2870,medium,0,NA
2871,medium,0,NA
2872,medium,0,NA
2873,medium,1,2
2874,large,1,5
2875,large,1,4
2876,small,0,NA
2877,small,0,NA
2878,small,1,5
2879,large,1,5
2880,large,1,5
2881,small,0,NA
2882,large,0,NA
2883,large,1,5
2884,large,1,3
2885,medium,1,3
2886,small,1,4
2887,large,1,3
2888,small,1,5
2889,small,0,NA
2890,large,1,4
2891,large,0,NA
2892,small,0,NA
2893,medium,1,3
2894,medium,0,NA
2895,large,1,5
2896,large,0,NA
2897,small,0,NA
2898,large,0,NA
2899,large,0,NA
2900,small,0,NA
2901,small,0,NA
2902,small,0,NA
2903,medium,0,NA
2904,medium,1,4
2905,small,0,NA
2906,small,0,NA
2907,medium,1,3
2908,large,1,4
2909,small,0,NA
2910,medium,0,NA
2911,medium,0,NA
2912,medium,0,NA
2913,small,0,NA
2914,medium,0,NA
2915,large,1,5
2916,small,0,NA
2917,large,1,4
2918,large,1,3
2919,medium,0,NA
